origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_type_original,lane_type_corrected,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,avg_speed_mph_corrected
"Phoenix, AZ","Houston, TX",56.3,15.5,4.78,5.75,Low,4.5,Storm,Summer,3,8,9.2,Tanker,1,slow,slow,1,1166,60,2123.29,969.3008696,3092.59087,56.3
"Los Angeles, CA","Phoenix, AZ",56.4,7.3,4.58,4.3,Medium,4.4,Snow,Spring,1,8,5.9,Dry Van,1,slow,slow,1,410,60,753.99,436.6976744,1190.687674,56.4
"Chicago, IL","New York, NY",53.8,6.7,3.7,4.76,Medium,7.9,Snow,Fall,2,8,4.5,Refrigerated,1,fast,slow,1,818,60,1537.02,635.8403361,2172.860336,53.8
"Atlanta, GA","Houston, TX",41.1,6.7,3.52,6.18,Medium,8.4,Snow,Summer,3,8,7.8,Tanker,1,fast,slow,1,806,60,1467.73,459.0809061,1926.810906,41.1
"Los Angeles, CA","New York, NY",63.4,13.1,4.02,6.7,Low,7.5,Clear,Spring,6,8,0.7,Dry Van,1,normal,normal,2,2812,70,6186.4,1687.2,7873.6,63.4
"Seattle, WA","New York, NY",60,5.5,3.5,4.92,Medium,5.5,Storm,Winter,6,8,5,Refrigerated,0,slow,slow,1,2762,60,5140.08,1964.837398,7104.917398,60
"Chicago, IL","Denver, CO",51.8,6.8,4.89,7.09,Low,9,Snow,Summer,3,8,7.6,Tanker,0,normal,slow,1,1056,60,1951.49,728.3272214,2679.817221,51.8
"Denver, CO","Chicago, IL",47,8.1,3.69,4.55,Medium,10,Storm,Winter,3,8,4.4,Dry Van,0,fast,slow,1,1056,60,1951.49,856.4043956,2807.894396,47
"Phoenix, AZ","Dallas, TX",50.5,19.3,3.3,7.14,High,6,Rain,Summer,3,8,7.2,Flatbed,1,slow,slow,1,1017,60,1851.96,470.0420168,2322.002017,50.5
"Atlanta, GA","New York, NY",69.3,20.2,3.78,6.01,Low,8.6,Fog,Spring,2,8,6.1,Refrigerated,0,slow,normal,2,858,70,1874.73,539.640599,2414.370599,69.3
"Houston, TX","Atlanta, GA",57.6,26.6,4.34,7.37,High,5.5,Fog,Fall,2,8,7.6,Tanker,0,slow,slow,1,806,60,1467.73,474.6322931,1942.362293,57.6
"Denver, CO","Los Angeles, CA",52.1,27.2,4.28,7.41,High,6.2,Fog,Fall,3,8,3.3,Dry Van,1,fast,slow,1,954,60,1754.41,551.0283401,2305.43834,52.1
"Houston, TX","Denver, CO",58.7,17.8,4.09,7.37,Medium,5,Rain,Summer,3,8,6.7,Dry Van,0,normal,slow,1,1010,60,1839.21,560.5020353,2399.712035,58.7
"Los Angeles, CA","Miami, FL",72.9,19.5,3.47,5.59,Low,8.5,Storm,Spring,5,8,0.4,Flatbed,1,fast,fast,3,2686,80,7375.76,1667.338104,9043.098104,72.9
"Seattle, WA","Miami, FL",53.9,8.8,4.73,4.79,High,9.5,Rain,Summer,8,8,5.5,Refrigerated,1,slow,slow,1,3141,60,5817.13,3101.655532,8918.785532,53.9
"Houston, TX","Dallas, TX",63.5,28.9,4.54,6.42,High,9.9,Fog,Fall,1,8,0.6,Tanker,0,normal,normal,2,259,70,554.26,183.1557632,737.4157632,63.5
"Los Angeles, CA","Dallas, TX",64.9,25.8,4.27,7.62,Medium,8.2,Storm,Winter,3,8,1.8,Dry Van,1,fast,normal,2,1423,70,3073.68,797.4028871,3871.082887,64.9
"Los Angeles, CA","Chicago, IL",43.6,18.6,3.63,5.09,Medium,7.9,Clear,Summer,6,8,4.1,Dry Van,0,fast,slow,1,2004,60,3729.44,1429.178782,5158.618782,43.6
"New York, NY","Phoenix, AZ",65.5,22.1,4.81,4.92,High,4.5,Rain,Fall,5,8,8.8,Refrigerated,1,normal,normal,2,2461,70,5377.29,2405.977642,7783.267642,65.5
"Houston, TX","Seattle, WA",50.6,22.3,3.02,4.75,High,8.1,Snow,Summer,6,8,4.7,Refrigerated,1,fast,slow,1,2173,60,3965.72,1381.570526,5347.290526,50.6
"Los Angeles, CA","Seattle, WA",66.8,16.3,4.26,6.16,High,4.3,Snow,Winter,3,8,1.7,Flatbed,1,fast,normal,2,1104,70,2395.68,763.4805195,3159.160519,66.8
"New York, NY","Chicago, IL",55.8,26.6,3.3,4.05,High,4.7,Clear,Fall,2,8,5.8,Refrigerated,0,slow,slow,1,818,60,1537.02,666.5185185,2203.538519,55.8
"Atlanta, GA","Los Angeles, CA",68.1,23.8,4.39,5.95,Low,6.2,Fog,Winter,5,8,5,Dry Van,0,slow,normal,2,2223,70,4812.8,1640.163025,6452.963025,68.1
"Chicago, IL","Denver, CO",63.9,13.8,3.45,5.11,High,5.1,Fog,Fall,3,8,1.7,Tanker,1,fast,normal,2,1056,70,2296.8,712.9549902,3009.75499,63.9
"Los Angeles, CA","Miami, FL",60,26.7,3.95,7.71,Low,5.3,Snow,Summer,6,8,1.3,Refrigerated,1,slow,slow,1,2686,60,4998.65,1376.095979,6374.745979,60
"Houston, TX","Phoenix, AZ",59.9,20.1,3.73,4.31,Low,7.9,Snow,Fall,3,8,1.4,Refrigerated,0,slow,slow,1,1166,60,2123.29,1009.090487,3132.380487,59.9
"Miami, FL","Chicago, IL",73.4,26.4,4.69,4.39,Medium,10,Clear,Summer,3,8,5.6,Flatbed,0,normal,fast,3,1370,80,3781.2,1463.621868,5244.821868,73.4
"Seattle, WA","Dallas, TX",70.9,6.7,3.84,6.33,Medium,4.9,Clear,Spring,4,8,7.4,Flatbed,0,fast,fast,3,1932,80,5197.08,1172.018957,6369.098957,70.9
"Dallas, TX","Miami, FL",40.3,10.4,4.65,6.68,Medium,9.4,Clear,Summer,4,8,6,Flatbed,0,normal,slow,1,1277,60,2353.51,888.9296407,3242.439641,40.3
"Atlanta, GA","Phoenix, AZ",41.2,17.8,4.22,4.77,High,5.6,Rain,Summer,6,8,4.7,Flatbed,0,slow,slow,1,1827,60,3334.28,1616.339623,4950.619623,41.2
"New York, NY","Miami, FL",52,11.7,4.97,7.64,Low,4.2,Fog,Spring,4,8,6.6,Refrigerated,1,fast,slow,1,1256,60,2360.02,817.0575916,3177.077592,52
"Dallas, TX","New York, NY",51.1,28.3,4.58,4.46,Low,4.7,Snow,Summer,4,8,7,Flatbed,1,fast,slow,1,1576,60,2918.75,1618.403587,4537.153587,51.1
"Los Angeles, CA","Seattle, WA",64.9,24,4.88,4.45,Low,8.2,Fog,Spring,3,8,2.1,Refrigerated,1,slow,normal,2,1104,70,2395.68,1210.678652,3606.358652,64.9
"Phoenix, AZ","Seattle, WA",63.8,11.2,4.2,5.03,Medium,6,Clear,Winter,3,8,4.5,Dry Van,0,normal,normal,2,1282,70,2762.71,1070.457256,3833.167256,63.8
"Miami, FL","Los Angeles, CA",50.5,9,3.09,4.78,Medium,7.5,Rain,Fall,7,8,1.7,Flatbed,1,slow,slow,1,2686,60,4998.65,1736.34728,6734.99728,50.5
"Dallas, TX","Phoenix, AZ",66.2,12.6,4.9,6.86,High,6,Storm,Winter,2,8,5.6,Flatbed,1,fast,normal,2,1017,70,2181.47,726.4285714,2907.898571,66.2
"Seattle, WA","New York, NY",45.8,12,4.04,5.11,Medium,5.3,Storm,Spring,8,8,5.1,Dry Van,1,fast,slow,1,2762,60,5140.08,2183.655577,7323.735577,45.8
"Los Angeles, CA","Phoenix, AZ",59.3,29.5,3.15,5.14,Medium,5.5,Fog,Fall,1,8,8.9,Tanker,1,slow,slow,1,410,60,753.99,251.2645914,1005.254591,59.3
"Chicago, IL","Phoenix, AZ",52.3,20.2,3.18,4.04,Medium,4.1,Clear,Summer,4,8,6.2,Tanker,1,slow,slow,1,1670,60,3086.16,1314.50495,4400.66495,52.3
"Houston, TX","Phoenix, AZ",46.2,18.7,3.24,7.74,High,5.8,Clear,Winter,4,8,2.8,Refrigerated,0,normal,slow,1,1166,60,2123.29,488.0930233,2611.383023,46.2
"Houston, TX","Seattle, WA",47.3,12.3,3.38,5.06,High,9,Snow,Winter,6,8,9.7,Flatbed,0,slow,slow,1,2173,60,3965.72,1451.529644,5417.249644,47.3
"Houston, TX","Denver, CO",73.9,9.9,4.81,4.06,Medium,7.3,Storm,Winter,2,8,5.3,Tanker,0,slow,fast,3,1010,80,2709.83,1196.576355,3906.406355,73.9
"Seattle, WA","Miami, FL",53.6,30,4.95,7.85,High,9.9,Clear,Spring,8,8,9.9,Flatbed,1,fast,slow,1,3141,60,5817.13,1980.630573,7797.760573,53.6
"Los Angeles, CA","Atlanta, GA",54.6,24.6,4.82,6.85,Medium,6.5,Clear,Spring,6,8,8.1,Tanker,0,fast,slow,1,2223,60,4088.1,1564.213139,5652.313139,54.6
"New York, NY","Dallas, TX",52.7,8.8,3.65,6.33,Medium,5.9,Rain,Winter,4,8,9.2,Dry Van,0,slow,slow,1,1576,60,2918.75,908.7519747,3827.501975,52.7
"Atlanta, GA","Miami, FL",46.3,25,4.28,6.68,Medium,9,Rain,Summer,2,8,4.7,Tanker,0,slow,slow,1,697,60,1288.06,446.5808383,1734.640838,46.3
"Los Angeles, CA","New York, NY",50.4,9.6,4.23,4.94,Low,4.5,Storm,Summer,7,8,9.5,Tanker,1,fast,slow,1,2812,60,5258.44,2407.846154,7666.286154,50.4
"Atlanta, GA","Houston, TX",48.2,24.5,4.25,4.62,High,6.1,Clear,Fall,3,8,3,Tanker,1,normal,slow,1,806,60,1467.73,741.4502165,2209.180216,48.2
"Houston, TX","Atlanta, GA",53.1,14.9,4.08,4.35,Medium,8.4,Storm,Winter,2,8,4.8,Tanker,0,normal,slow,1,806,60,1467.73,755.9724138,2223.702414,53.1
"Phoenix, AZ","Los Angeles, CA",52.1,21.2,3.79,7.58,High,9.1,Rain,Winter,1,8,9,Flatbed,0,fast,slow,1,410,60,753.99,205,958.99,52.1
"Los Angeles, CA","Phoenix, AZ",61.9,14.8,4.98,5.92,Low,5.4,Storm,Summer,1,8,6.5,Refrigerated,1,slow,normal,2,410,70,887.65,344.8986486,1232.548649,61.9
"Denver, CO","Houston, TX",61.1,28.3,4.7,4.27,Medium,10,Snow,Summer,3,8,5.4,Flatbed,0,fast,normal,2,1010,70,2166.45,1111.709602,3278.159602,61.1
"Denver, CO","Atlanta, GA",50.1,23.5,3.06,5.52,High,6.4,Fog,Spring,4,8,7.5,Refrigerated,0,slow,slow,1,1392,60,2540.4,771.6521739,3312.052174,50.1
"Phoenix, AZ","New York, NY",71.2,10.7,4.11,6.58,Low,5,Rain,Winter,5,8,4.9,Tanker,0,slow,fast,3,2461,80,6740.68,1537.18997,8277.86997,71.2
"Chicago, IL","New York, NY",72.8,19.7,4.4,6.1,Medium,9,Storm,Summer,2,8,2.7,Tanker,0,slow,fast,3,818,80,2269.13,590.0327869,2859.162787,72.8
"Phoenix, AZ","Dallas, TX",42.7,22.6,3.79,5.09,High,4,Rain,Spring,3,8,0.2,Dry Van,0,fast,slow,1,1017,60,1851.96,757.2554028,2609.215403,42.7
"New York, NY","Dallas, TX",74.1,20.7,3.9,4.32,Medium,8,Snow,Spring,3,8,9.8,Dry Van,1,slow,fast,3,1576,80,4305.63,1422.777778,5728.407778,74.1
"Atlanta, GA","Dallas, TX",47.5,20.6,4.03,6.13,Medium,6.9,Rain,Summer,3,8,5.7,Flatbed,0,normal,slow,1,828,60,1507.79,544.3458401,2052.13584,47.5
"Los Angeles, CA","Atlanta, GA",68.9,11.6,4.45,4.86,High,8.7,Fog,Winter,5,8,4.7,Tanker,0,normal,normal,2,2223,70,4812.8,2035.462963,6848.262963,68.9
"Atlanta, GA","Seattle, WA",49.8,25.9,4.29,5.59,High,6.5,Rain,Spring,7,8,2.2,Dry Van,0,normal,slow,1,2505,60,4584.15,1922.44186,6506.59186,49.8
"Chicago, IL","New York, NY",64.8,28.1,4.43,6.34,High,9.4,Storm,Winter,2,8,7.2,Refrigerated,1,normal,normal,2,818,70,1807.78,571.5678233,2379.347823,64.8
"Miami, FL","Dallas, TX",53.1,20.8,4.04,5.28,Low,4.9,Rain,Winter,4,8,2.9,Tanker,0,slow,slow,1,1277,60,2353.51,977.0984848,3330.608485,53.1
"New York, NY","Dallas, TX",54,24.6,3.98,4.87,High,4.7,Clear,Spring,4,8,7.9,Flatbed,0,normal,slow,1,1576,60,2918.75,1287.983573,4206.733573,54
"Dallas, TX","Phoenix, AZ",48.1,15.9,4.71,4.71,High,7.2,Fog,Summer,3,8,1.2,Tanker,1,fast,slow,1,1017,60,1851.96,1017,2868.96,48.1
"Atlanta, GA","Phoenix, AZ",59.5,5.5,3.21,5.39,Medium,4.3,Snow,Fall,4,8,1.3,Tanker,0,fast,slow,1,1827,60,3334.28,1088.064935,4422.344935,59.5
"Phoenix, AZ","Seattle, WA",67.7,20.7,3.89,4.37,Low,7.7,Rain,Summer,3,8,8.6,Refrigerated,1,normal,normal,2,1282,70,2762.71,1141.185355,3903.895355,67.7
"Houston, TX","Los Angeles, CA",61.5,29.5,4.19,6.9,High,6.7,Clear,Fall,4,8,8,Dry Van,0,normal,normal,2,1577,70,3406.32,957.6275362,4363.947536,61.5
"Dallas, TX","Phoenix, AZ",64.5,5.6,4.72,4.63,High,7.1,Storm,Spring,2,8,4.6,Tanker,0,normal,normal,2,1017,70,2181.47,1036.768898,3218.238898,64.5
"Miami, FL","Atlanta, GA",56.4,12.8,3.88,5.44,Medium,7.4,Fog,Fall,2,8,5.7,Tanker,1,normal,slow,1,697,60,1288.06,497.125,1785.185,56.4
"Denver, CO","Phoenix, AZ",71.3,10.8,3.38,4.91,Medium,9.5,Snow,Fall,2,8,7.7,Refrigerated,0,normal,fast,3,673,80,1810.37,463.287169,2273.657169,71.3
"Atlanta, GA","New York, NY",71.8,24.7,4.5,7.88,Low,6.2,Storm,Spring,2,8,9.1,Dry Van,1,fast,fast,3,858,80,2350.06,489.9746193,2840.034619,71.8
"Seattle, WA","Denver, CO",59.7,6.9,4.31,6.11,High,5.1,Snow,Spring,3,8,3.4,Tanker,0,normal,slow,1,1172,60,2144.76,826.7299509,2971.489951,59.7
"Phoenix, AZ","Chicago, IL",63.5,17.2,3.18,5.55,High,4.6,Fog,Summer,4,8,0.1,Tanker,0,fast,normal,2,1670,70,3632.25,956.8648649,4589.114865,63.5
"Atlanta, GA","New York, NY",51.6,18.5,4.84,6.16,High,8.2,Rain,Fall,3,8,4.1,Tanker,0,normal,slow,1,858,60,1592.45,674.1428571,2266.592857,51.6
"Phoenix, AZ","Dallas, TX",68.3,15.2,3.05,4.23,Low,9.1,Fog,Spring,2,8,6.9,Dry Van,0,fast,normal,2,1017,70,2181.47,733.2978723,2914.767872,68.3
"Denver, CO","Atlanta, GA",72.9,21.6,4.69,7.06,Medium,6.3,Snow,Fall,3,8,2.9,Refrigerated,0,slow,fast,3,1392,80,3744.48,924.713881,4669.193881,72.9
"Phoenix, AZ","Miami, FL",71.3,23.1,3.93,4.35,High,4.3,Storm,Winter,4,8,4.6,Flatbed,0,fast,fast,3,2276,80,6202.1,2056.248276,8258.348276,71.3
"Chicago, IL","Dallas, TX",40.2,29.7,3.73,7.39,Low,7.2,Snow,Winter,3,8,8,Dry Van,1,slow,slow,1,925,60,1704.77,466.8809202,2171.65092,40.2
"Atlanta, GA","Los Angeles, CA",58.5,17.9,3.17,6.62,Medium,9.5,Clear,Summer,5,8,2.6,Dry Van,1,slow,slow,1,2223,60,4088.1,1064.487915,5152.587915,58.5
"Phoenix, AZ","Miami, FL",50,21.3,4.07,6.39,Low,6.5,Snow,Summer,6,8,6.7,Flatbed,0,fast,slow,1,2276,60,4206.05,1449.658842,5655.708842,50
"Los Angeles, CA","New York, NY",73.1,22.6,4.51,4.97,Low,5,Storm,Fall,5,8,7.7,Refrigerated,1,normal,fast,3,2812,80,7761.12,2551.734406,10312.85441,73.1
"Houston, TX","Atlanta, GA",55,24.4,3.94,5.18,High,8.4,Rain,Fall,2,8,2,Flatbed,0,slow,slow,1,806,60,1467.73,613.0579151,2080.787915,55
"Los Angeles, CA","Denver, CO",57.3,9.7,4.86,6.37,Medium,4.7,Fog,Spring,3,8,9.5,Flatbed,1,normal,slow,1,954,60,1754.41,727.855573,2482.265573,57.3
"Phoenix, AZ","Los Angeles, CA",65.7,6.8,4.79,5.77,Low,8,Fog,Summer,1,8,1,Dry Van,0,normal,normal,2,410,70,887.65,340.3639515,1228.013951,65.7
"Miami, FL","Chicago, IL",41.7,17.5,3.5,7.64,Low,6.4,Storm,Summer,5,8,1.1,Tanker,0,slow,slow,1,1370,60,2561.9,627.617801,3189.517801,41.7
"Chicago, IL","Atlanta, GA",47.3,14.9,3.22,4.13,Medium,7.9,Snow,Winter,2,8,7.1,Dry Van,1,fast,slow,1,677,60,1251.1,527.8305085,1778.930508,47.3
"Dallas, TX","Denver, CO",44,12.3,3.26,7.37,Medium,8.5,Snow,Spring,3,8,3.4,Dry Van,0,slow,slow,1,762,60,1387.6,337.0583446,1724.658345,44
"Phoenix, AZ","Miami, FL",60.8,25,3.53,4.84,Low,8.7,Rain,Summer,5,8,5.5,Dry Van,1,slow,normal,2,2276,70,4950.3,1659.975207,6610.275207,60.8
"Denver, CO","Miami, FL",65.7,11.8,3.71,7.49,Medium,5.9,Fog,Winter,4,8,7,Dry Van,0,slow,normal,2,1984,70,4315.2,982.728972,5297.928972,65.7
"Los Angeles, CA","Dallas, TX",55.2,15.7,4.69,7.22,High,8.4,Clear,Summer,4,8,3.2,Tanker,0,fast,slow,1,1423,60,2609.78,924.3587258,3534.138726,55.2
"Phoenix, AZ","Denver, CO",70.7,27.1,3.22,5.71,Low,6.8,Snow,Fall,2,8,6.8,Dry Van,1,normal,fast,3,673,80,1810.37,379.5201401,2189.89014,70.7
"Seattle, WA","Denver, CO",40.9,19.1,3.19,7.34,High,8.5,Snow,Spring,4,8,2,Dry Van,1,normal,slow,1,1172,60,2144.76,509.3569482,2654.116948,40.9
"Seattle, WA","Atlanta, GA",58.9,19.4,4.21,6.56,Medium,5.6,Snow,Winter,6,8,0.4,Tanker,0,normal,slow,1,2505,60,4584.15,1607.629573,6191.779573,58.9
"Miami, FL","Seattle, WA",69.3,10,3.4,4.17,Low,9.8,Rain,Winter,6,8,4.8,Refrigerated,0,slow,normal,2,3141,70,6847.38,2561.007194,9408.387194,69.3
"Los Angeles, CA","Miami, FL",60.9,22.9,3.89,7.49,Low,7.1,Storm,Spring,6,8,6.2,Flatbed,0,slow,normal,2,2686,70,5882.34,1394.998665,7277.338665,60.9
"Dallas, TX","New York, NY",61.6,22.1,3.4,7.28,Medium,9.5,Storm,Winter,4,8,3.1,Refrigerated,1,fast,normal,2,1576,70,3435.68,736.043956,4171.723956,61.6
"Miami, FL","Chicago, IL",72,13,4.64,4.04,Low,4,Clear,Spring,3,8,7.6,Refrigerated,0,fast,fast,3,1370,80,3781.2,1573.465347,5354.665347,72
"Los Angeles, CA","Chicago, IL",72.6,7.9,3.46,7.61,Low,5.1,Clear,Fall,4,8,5.3,Refrigerated,0,fast,fast,3,2004,80,5502.98,911.1484888,6414.128489,72.6
"Dallas, TX","Chicago, IL",50,18,4.7,6.83,Medium,7.7,Storm,Spring,3,8,3,Tanker,0,normal,slow,1,925,60,1704.77,636.5300146,2341.300015,50
"Phoenix, AZ","Los Angeles, CA",54.3,5.7,3.42,5.73,Medium,6.5,Storm,Winter,1,8,5.9,Tanker,0,normal,slow,1,410,60,753.99,244.7120419,998.7020419,54.3
"Seattle, WA","Dallas, TX",42.7,28.6,3.2,7.42,Low,4,Rain,Summer,6,8,0.2,Refrigerated,0,slow,slow,1,1932,60,3525.9,833.2075472,4359.107547,42.7
"Chicago, IL","New York, NY",52.7,23.5,3.8,4.28,Low,8.6,Snow,Spring,2,8,9.2,Refrigerated,1,slow,slow,1,818,60,1537.02,726.2616822,2263.281682,52.7
"New York, NY","Houston, TX",56.8,23.1,3.79,4.87,Medium,8.6,Storm,Summer,4,8,9.2,Refrigerated,1,fast,slow,1,1630,60,3018.76,1268.521561,4287.281561,56.8
"Houston, TX","Miami, FL",57.7,14.1,3.51,7,Low,6,Storm,Winter,3,8,6.7,Dry Van,1,fast,slow,1,1112,60,2049.42,557.5885714,2607.008571,57.7
"Los Angeles, CA","Chicago, IL",67.3,21,3.12,4.38,Low,4.2,Fog,Summer,4,8,8.3,Flatbed,1,slow,normal,2,2004,70,4388.76,1427.506849,5816.266849,67.3
"Chicago, IL","Phoenix, AZ",53.4,27.7,4.67,6.66,High,5.6,Clear,Summer,4,8,0.2,Dry Van,0,slow,slow,1,1670,60,3086.16,1171.006006,4257.166006,53.4
"New York, NY","Houston, TX",50.2,18.8,3.13,4.54,Medium,5.1,Fog,Summer,5,8,4.5,Tanker,1,fast,slow,1,1630,60,3018.76,1123.76652,4142.52652,50.2
"Phoenix, AZ","Houston, TX",67,6.2,4.44,7.64,Medium,6.1,Storm,Spring,3,8,2.3,Refrigerated,0,normal,normal,2,1166,70,2501.07,677.6230366,3178.693037,67
"Dallas, TX","Miami, FL",73,17.8,3.23,6.51,Medium,8.4,Fog,Summer,3,8,7.9,Tanker,1,normal,fast,3,1277,80,3470.89,633.5960061,4104.486006,73
"Phoenix, AZ","New York, NY",49,27,4.1,5.14,Low,9.6,Fog,Fall,7,8,2.2,Flatbed,0,slow,slow,1,2461,60,4567.62,1963.054475,6530.674475,49
"Miami, FL","Denver, CO",70.5,22.4,3.49,6.6,Low,7.7,Fog,Summer,4,8,1.8,Flatbed,1,fast,fast,3,1984,80,5406.4,1049.115152,6455.515152,70.5
"Los Angeles, CA","New York, NY",41,22.4,4.92,4.7,Low,5.9,Rain,Winter,9,8,7.3,Flatbed,1,fast,slow,1,2812,60,5258.44,2943.625532,8202.065532,41
"Phoenix, AZ","Los Angeles, CA",63.2,27.5,4.45,6.84,Medium,6.3,Rain,Winter,1,8,2.8,Tanker,1,normal,normal,2,410,70,887.65,266.7397661,1154.389766,63.2
"Los Angeles, CA","Houston, TX",52.7,21.3,4.72,4.53,Medium,8.9,Rain,Spring,4,8,5.9,Tanker,1,fast,slow,1,1577,60,2892.22,1643.143488,4535.363488,52.7
"Denver, CO","New York, NY",46.4,9.2,4.73,5.99,Medium,5.5,Clear,Summer,6,8,8.9,Flatbed,0,slow,slow,1,1872,60,3474.43,1478.223706,4952.653706,46.4
"Miami, FL","Phoenix, AZ",52.2,17.1,4.5,4.27,Medium,5.3,Rain,Spring,6,8,0.5,Tanker,0,fast,slow,1,2276,60,4206.05,2398.594848,6604.644848,52.2
"Denver, CO","Phoenix, AZ",65.3,24.3,3.3,5.78,Medium,5.1,Rain,Summer,2,8,1.6,Dry Van,1,slow,normal,2,673,70,1446.95,384.2387543,1831.188754,65.3
"New York, NY","Chicago, IL",48.1,12.3,4.7,5.83,Low,4.1,Storm,Summer,3,8,0.8,Dry Van,1,fast,slow,1,818,60,1537.02,659.4511149,2196.471115,48.1
"Los Angeles, CA","Miami, FL",60.6,11.4,4.13,4.31,Medium,8.8,Clear,Winter,6,8,8.7,Tanker,1,fast,normal,2,2686,70,5882.34,2573.823666,8456.163666,60.6
"Denver, CO","Atlanta, GA",51.4,5.9,4.3,6.14,Medium,6.8,Rain,Summer,4,8,1.7,Tanker,1,slow,slow,1,1392,60,2540.4,974.8534202,3515.25342,51.4
"Seattle, WA","Miami, FL",42.6,10.6,3.07,6.01,Medium,5.9,Rain,Spring,10,8,3.5,Dry Van,0,fast,slow,1,3141,60,5817.13,1604.470882,7421.600882,42.6
"New York, NY","Atlanta, GA",54.6,8.3,3.33,5.37,Medium,7.4,Storm,Fall,2,8,4.9,Flatbed,1,slow,slow,1,858,60,1592.45,532.0558659,2124.505866,54.6
"Seattle, WA","Chicago, IL",65.8,15.7,3.25,6.12,Low,6.3,Storm,Summer,4,8,6.3,Flatbed,1,normal,normal,2,1993,70,4344.74,1058.374183,5403.114183,65.8
"Phoenix, AZ","Houston, TX",45,6.4,4.25,4.99,Medium,5.5,Fog,Spring,4,8,4.6,Dry Van,0,slow,slow,1,1166,60,2123.29,993.0861723,3116.376172,45
"Miami, FL","Dallas, TX",51.9,19.6,3.66,4.11,Low,6.7,Rain,Winter,4,8,6.2,Dry Van,1,normal,slow,1,1277,60,2353.51,1137.182482,3490.692482,51.9
"New York, NY","Phoenix, AZ",41.3,12.3,3.83,6.2,Low,5.8,Snow,Summer,8,8,0.4,Tanker,1,fast,slow,1,2461,60,4567.62,1520.262903,6087.882903,41.3
"New York, NY","Seattle, WA",41.7,12.2,3.99,4.57,High,4.8,Rain,Winter,9,8,3.7,Dry Van,0,slow,slow,1,2762,60,5140.08,2411.461707,7551.541707,41.7
"Atlanta, GA","Seattle, WA",48.8,26.9,3.87,5.1,Medium,7.5,Rain,Fall,7,8,2.1,Tanker,0,fast,slow,1,2505,60,4584.15,1900.852941,6485.002941,48.8
"Houston, TX","New York, NY",40.9,28.4,4.84,4.2,Low,5,Snow,Winter,5,8,3.2,Flatbed,1,slow,slow,1,1630,60,3018.76,1878.380952,4897.140952,40.9
"Chicago, IL","Miami, FL",68.4,24,3.97,6.15,Low,4.4,Fog,Fall,3,8,1.9,Refrigerated,1,normal,normal,2,1370,70,3014,884.3739837,3898.373984,68.4
"Miami, FL","Chicago, IL",55.5,24.2,3.53,5.24,Medium,7.6,Snow,Spring,4,8,5.8,Tanker,1,normal,slow,1,1370,60,2561.9,922.9198473,3484.819847,55.5
"Los Angeles, CA","New York, NY",41.2,15.1,4.84,5.17,Low,5.9,Clear,Winter,9,8,6.2,Dry Van,1,normal,slow,1,2812,60,5258.44,2632.510638,7890.950638,41.2
"Miami, FL","Los Angeles, CA",52.4,11,4.91,6.98,High,7.4,Fog,Winter,7,8,2.2,Tanker,1,normal,slow,1,2686,60,4998.65,1889.43553,6888.08553,52.4
"Denver, CO","Los Angeles, CA",58.3,18,3.15,6.05,High,8.9,Clear,Summer,3,8,5.7,Dry Van,0,normal,slow,1,954,60,1754.41,496.7107438,2251.120744,58.3
"Seattle, WA","Dallas, TX",66.3,29.1,4.92,4.9,High,8.4,Rain,Fall,4,8,2.1,Flatbed,0,fast,normal,2,1932,70,4153.8,1939.885714,6093.685714,66.3
"Los Angeles, CA","New York, NY",42.8,24.9,3.65,7.43,High,7.6,Rain,Spring,9,8,2.9,Flatbed,1,slow,slow,1,2812,60,5258.44,1381.399731,6639.839731,42.8
"Miami, FL","New York, NY",54.4,10.9,4.67,6.49,Medium,4.2,Snow,Winter,3,8,1.1,Tanker,1,slow,slow,1,1256,60,2360.02,903.7781202,3263.79812,54.4
"Seattle, WA","Dallas, TX",60,5.2,4.31,6.64,Medium,7.9,Fog,Spring,5,8,8.8,Flatbed,0,fast,slow,1,1932,60,3525.9,1254.054217,4779.954217,60
"Phoenix, AZ","Los Angeles, CA",47.4,26.6,3.84,7,Medium,7.3,Rain,Spring,2,8,3.9,Flatbed,0,slow,slow,1,410,60,753.99,224.9142857,978.9042857,47.4
"Dallas, TX","Atlanta, GA",41.1,8.8,4.12,4.63,Low,8.4,Clear,Spring,3,8,2.6,Refrigerated,0,normal,slow,1,828,60,1507.79,736.7948164,2244.584816,41.1
"Los Angeles, CA","Seattle, WA",48.9,23.2,4.99,7.19,Medium,6.1,Fog,Fall,3,8,0.5,Flatbed,1,normal,slow,1,1104,60,2034.67,766.1974965,2800.867497,48.9
"Phoenix, AZ","Dallas, TX",40.8,9.4,4.98,5.44,High,8.9,Fog,Winter,4,8,1.2,Flatbed,0,fast,slow,1,1017,60,1851.96,931.0036765,2782.963676,40.8
